[00:01:02] <Arsimael> Atsuko, I already< tried this. Here's the fun part: Even if I call ffmpeg with "ffmpeg -blah >/dev/null" it still shows that debug/verbose stuff. If I run it outside of the script: No problem at all.
[00:07:05] <another|> what stuff?
[00:13:29] *** Joins: Gaboradon (~Gaboradon@user/Gaboradon)
[00:15:01] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Quit: https://quassel-irc.org - Chat comfortably. Anywhere.)
[00:16:41] *** Joins: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net)
[00:17:10] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (Client Quit)
[00:41:33] *** Quits: xkuru (~xkuru@user/xkuru) (*.net *.split)
[00:41:33] *** Quits: nitroxis (n@nxs.re) (*.net *.split)
[00:41:33] *** Quits: LRN (~LRN@broadband-95-84-200-6.ip.moscow.rt.ru) (*.net *.split)
[00:41:33] *** Quits: Obscenity (~Obscenity@user/obscenity) (*.net *.split)
[00:41:33] *** Quits: foonix (1004@ip-86-49-65-192.net.upcbroadband.cz) (*.net *.split)
[00:41:33] *** Quits: novapy (~chronos@12.71.10.20) (*.net *.split)
[00:41:33] *** Quits: lmat (~Lmat@c-68-58-60-231.hsd1.in.comcast.net) (*.net *.split)
[00:41:33] *** Quits: ttys000 (~ttys000@user/ttys000) (*.net *.split)
[00:41:33] *** Quits: KombuchaKip (~kip@192.252.230.5) (*.net *.split)
[00:41:33] *** Quits: lexano (~lexano@174.119.69.134) (*.net *.split)
[00:41:33] *** Quits: APic (~apic@apic.name) (*.net *.split)
[00:41:33] *** Quits: jerome- (~jerome@88.173.24.196) (*.net *.split)
[00:41:33] *** Quits: treefrob (~treefrob@p57a96ba4.dip0.t-ipconnect.de) (*.net *.split)
[00:41:33] *** Quits: jbg (~jbg@user/jbg) (*.net *.split)
[00:41:33] *** Quits: ocrete (~ocrete@gyros.collabora.co.uk) (*.net *.split)
[00:41:33] *** Quits: morpheuz (~morpheuz@user/morpheuz) (*.net *.split)
[00:41:33] *** Quits: nikos (~nikos@nikos.dev) (*.net *.split)
[00:41:33] *** Quits: fsphil (~fsphil@ursa.sanslogic.co.uk) (*.net *.split)
[00:41:33] *** Quits: furq (~furq@b23.be) (*.net *.split)
[00:41:33] *** Quits: Atsuko (~x@94.242.254.66) (*.net *.split)
[00:41:33] *** Quits: justGhost (~justache@user/justache) (*.net *.split)
[00:41:34] *** Quits: scoobydoo (~scooby@user/scoobydoo) (*.net *.split)
[00:41:34] *** Quits: jafa (~jafa@ip70-162-39-218.ph.ph.cox.net) (*.net *.split)
[00:41:34] *** Quits: jwash (~jwash@c-73-254-46-148.hsd1.wa.comcast.net) (*.net *.split)
[00:41:34] *** Quits: blinky42 (~quassel@user/blinky42) (*.net *.split)
[00:41:34] *** Quits: galad (~galad@104.244.73.90) (*.net *.split)
[00:41:34] *** Quits: bertieb (~bertieb@217.155.39.147) (*.net *.split)
[00:41:34] *** Quits: michaelni (~michael@213-47-68-29.cable.dynamic.surfer.at) (*.net *.split)
[00:41:34] *** Quits: tinystoat (~squeek@user/tinystoat) (*.net *.split)
[00:41:34] *** Quits: finsternis (~X@23.226.237.192) (*.net *.split)
[00:41:34] *** Quits: kilobyte_ch (~kbch@77.109.171.85) (*.net *.split)
[00:41:34] *** Quits: AbleBacon (~AbleBacon@user/AbleBacon) (*.net *.split)
[00:41:34] *** Quits: waleee (~waleee@2001:9b0:21d:fc00:398f:b003:b90d:acf4) (*.net *.split)
[00:41:34] *** Quits: feiw (~Fei.Wang@192.55.46.52) (*.net *.split)
[00:41:34] *** Quits: realies (~realies@user/realies) (*.net *.split)
[00:41:34] *** Quits: graz10 (~graz10@93-40-1-11.ip36.fastwebnet.it) (*.net *.split)
[00:41:34] *** Quits: troyt (troyt@2601:681:4100:d591:44dd:acff:fe85:9c8e) (*.net *.split)
[00:41:34] *** Quits: saba4ka-mumu (~efsearfc@94.25.168.120) (*.net *.split)
[00:41:35] *** Quits: vlm (~vlm@user/vlm) (*.net *.split)
[00:41:35] *** Quits: aphysically (~aphysical@user/aphysically) (*.net *.split)
[00:41:35] *** Quits: Icedream (~icedream@hzn-b.serverkomplex.de) (*.net *.split)
[00:41:35] *** Quits: nillyhan (~67af8209@user/nillyhan) (*.net *.split)
[00:41:35] *** Quits: elastic_dog (~elastic_d@2a01:118f:822:9c00:f583:aa51:9ad4:d4fb) (*.net *.split)
[00:41:35] *** Quits: thebombzen (~thebombze@c-68-41-54-207.hsd1.mi.comcast.net) (*.net *.split)
[00:41:35] *** Quits: wcpan (~quassel@2400:8902::f03c:91ff:fee0:f952) (*.net *.split)
[00:41:35] *** Quits: ravioli_ (sid83460@donger/pasta) (*.net *.split)
[00:41:35] *** Quits: havona (sid299542@id-299542.helmsley.irccloud.com) (*.net *.split)
[00:41:35] *** Quits: cc0 (~cc0@2001:bc8:1830:2329::1) (*.net *.split)
[00:41:35] *** Quits: ketas (~ketas@0011-0000-0000-0000-d7dc-830e-07d0-2001.dyn.estpak.ee) (*.net *.split)
[00:41:35] *** Quits: buhman (sid411355@user/buhman) (*.net *.split)
[00:41:35] *** Quits: Hobbyboy (Hobbyboy@hobbyboy.co.uk) (*.net *.split)
[00:41:35] *** Quits: BtbN (btbn@ffmpeg/developer/btbn) (*.net *.split)
[00:41:35] *** Quits: Forza (~Forza@user/forza) (*.net *.split)
[00:41:35] *** Quits: Some_Person (someperson@23-118-229-174.lightspeed.hstntx.sbcglobal.net) (*.net *.split)
[00:41:35] *** Quits: xenorites (~xenorites@65.102.235.230) (*.net *.split)
[00:41:35] *** Quits: nate (NBishop@o.apocaleaps.com) (*.net *.split)
[00:41:35] *** Quits: Asterisk_ (~asterisk@69.195.134.172) (*.net *.split)
[00:41:35] *** Quits: qwedfg_ (~qwedfg@user/qwedfg) (*.net *.split)
[00:41:35] *** Quits: tm512 (~tm512@user/tm512) (*.net *.split)
[00:41:35] *** Quits: another| (~another@wireguard/tunneler/another) (*.net *.split)
[00:41:35] *** Quits: TheSashm_ (~TheSashmo@174.119.184.190) (*.net *.split)
[00:41:35] *** Quits: moviuro (~moviuro@znc.popho.be) (*.net *.split)
[00:41:36] *** Quits: ephemer0l (~ephemer0l@organizedmagnetism.com) (*.net *.split)
[00:41:36] *** Quits: mixfix41 (~homefame@user/mixfix41) (*.net *.split)
[00:41:36] *** Quits: pal (~pal@76-14-89-2.sf-cable.astound.net) (*.net *.split)
[00:41:36] *** Quits: dustinm` (~dustinm@static.38.6.217.95.clients.your-server.de) (*.net *.split)
[00:41:36] *** Quits: haasn (~nand@haasn.dev) (*.net *.split)
[00:41:36] *** Quits: af (~af@awalgarg.me) (*.net *.split)
[00:41:36] *** Quits: Retr0id (~Retr0id@user/retr0id) (*.net *.split)
[00:41:36] *** Quits: krjst (~krjst@2604:a880:800:c1::16b:8001) (*.net *.split)
[00:41:36] *** Quits: CoreX (~CeX@2001:41d0:8:d55f::1) (*.net *.split)
[00:41:36] *** Quits: nemesit (~nemesit@myriadvisuals.com) (*.net *.split)
[00:41:36] *** Quits: pikapika (~pikapika_@pika.powered.by.lunarbnc.net) (*.net *.split)
[00:41:36] *** Quits: intrac (~intracube@user/intracube) (*.net *.split)
[00:41:36] *** Quits: lewisje (~lewisje@72.49.207.113) (*.net *.split)
[00:41:36] *** Quits: Arokh (~MoveAlong@ip-88-153-209-30.hsi04.unitymediagroup.de) (*.net *.split)
[00:41:36] *** Quits: koniiiik (~koniiiik@astrohippus.koniiiik.org) (*.net *.split)
[00:41:36] *** Quits: talizea1 (~roimatrix@mail.epow0.org) (*.net *.split)
[00:41:36] *** Quits: Darxus_ (~darxus@panic.chaosreigns.com) (*.net *.split)
[00:41:36] *** Quits: q66 (~q66@q66.moe) (*.net *.split)
[00:41:36] *** Quits: Arsen (arsen@managarm/dev/Arsen) (*.net *.split)
[00:41:36] *** Quits: ```md (~md@chat.estaog.info) (*.net *.split)
[00:41:36] *** Quits: Telgareith (~Telgareit@user/telgareith) (*.net *.split)
[00:41:36] *** Quits: raytiley (sid13397@id-13397.hampstead.irccloud.com) (*.net *.split)
[00:41:36] *** Quits: Polochon_street (~polochon@ns327719.ip-37-187-111.eu) (*.net *.split)
[00:41:36] *** Quits: olspookishmagus (~pookie@snf-137798.vm.okeanos.grnet.gr) (*.net *.split)
[00:41:36] *** Quits: ___nick___ (~quassel@cpc68286-cdif17-2-0-cust533.5-1.cable.virginm.net) (*.net *.split)
[00:41:37] *** Quits: klotzhauer (~klotzhaue@gibtesnochklopapier.de) (*.net *.split)
[00:41:37] *** Quits: ParkerR (~ParkerR@znc.withg.org) (*.net *.split)
[00:41:37] *** Quits: mateo` (~mateo@ffmpeg/developer/mateo) (*.net *.split)
[00:41:37] *** Quits: Mister_Magister (~Mister_Ma@user/mister-magister/x-2636733) (*.net *.split)
[00:41:37] *** Quits: deltab (~deltab@user/deltab) (*.net *.split)
[00:41:37] *** Quits: teebz890560 (~tcb@epiphyte.network) (*.net *.split)
[00:41:37] *** Quits: TheSas___ (~TheSashmo@158.106.77.7) (*.net *.split)
[00:41:37] *** Quits: marcj (~marc@205.175.215.11) (*.net *.split)
[00:41:37] *** Quits: dvanloon (~dvanloon@user/dvanloon) (*.net *.split)
[00:41:37] *** Quits: reynaldo (~reynaldo@ec2-34-200-7-37.compute-1.amazonaws.com) (*.net *.split)
[00:41:37] *** Quits: GTAXL (~gtaxlnetw@user/gtaxl) (*.net *.split)
[00:41:37] *** Quits: nitram (~nitram@superblob.com) (*.net *.split)
[00:41:37] *** Quits: BUSY (~BUSY@user/busy) (*.net *.split)
[00:41:37] *** Quits: anticw (~anticw@157-131-153-146.fiber.dynamic.sonic.net) (*.net *.split)
[00:41:37] *** Quits: klaxa (~klaxa@static.175.17.76.144.clients.your-server.de) (*.net *.split)
[00:41:37] *** Quits: ChanServ (ChanServ@services.libera.chat) (*.net *.split)
[00:41:37] *** Quits: System_Error (~SystemErr@user/systemerror) (*.net *.split)
[00:41:37] *** Quits: bitblit_ (~bitblit@gateway/tor-sasl/bitblit) (*.net *.split)
[00:41:37] *** Quits: milkt (~debian@gateway/tor-sasl/milkt) (*.net *.split)
[00:41:37] *** Quits: pong (~beaver@user/pong) (*.net *.split)
[00:41:37] *** Quits: hpkn (~hpkn@gateway/tor-sasl/hpkn) (*.net *.split)
[00:41:37] *** Quits: adanwan_ (~adanwan@gateway/tor-sasl/adanwan) (*.net *.split)
[00:41:37] *** Quits: led_belly (~led_belly@83.97.23.14) (*.net *.split)
[00:41:37] *** Quits: XdaddyZX_ (uid456733@id-456733.tinside.irccloud.com) (*.net *.split)
[00:41:37] *** Quits: OTIBA[m]1 (~otibanerd@2001:470:69fc:105::1:8987) (*.net *.split)
[00:41:37] *** Quits: vulpine (~xfnw@pidgin.owen.bellz.org) (*.net *.split)
[00:41:37] *** Quits: nyuszika7h (nyuszika7h@lykos/dev/nyuszika7h) (*.net *.split)
[00:41:38] *** Quits: kepstin (~kepstin@user/kepstin) (*.net *.split)
[00:41:38] *** Quits: murb (~murb@an.der.schoenen.blauen.danu.be) (*.net *.split)
[00:41:38] *** Quits: HumanG33k (~HumanG33k@2a01:e0a:95:5d90:215:c5ff:fe68:fb04) (*.net *.split)
[00:41:38] *** Quits: Arsimael (~Arsimael_@user/Arsimael) (*.net *.split)
[00:41:38] *** Quits: omegatron (~some@p5b056436.dip0.t-ipconnect.de) (*.net *.split)
[00:41:38] *** Quits: upekkha (~Advanced@2a01:4f8:1c0c:49df::1) (*.net *.split)
[00:41:38] *** Quits: koolazer (~koo@user/koolazer) (*.net *.split)
[00:41:38] *** Quits: Aelius (~Aelius@user/aelius) (*.net *.split)
[00:41:38] *** Quits: gothicserpent (~gothicser@2604:a880:4:1d0::176:6000) (*.net *.split)
[00:41:38] *** Quits: MapMan (mapman@user/mapman) (*.net *.split)
[00:41:38] *** Quits: xxzz (~xxzz@ec2-3-133-104-162.us-east-2.compute.amazonaws.com) (*.net *.split)
[00:41:38] *** Quits: irwiss (~irwiss@user/irwiss) (*.net *.split)
[00:41:38] *** Quits: MatthewAllan93 (~MatthewAl@user/matthewallan93) (*.net *.split)
[00:41:38] *** Quits: Shapeshifter (~Shapeshif@parakeet.ifi.uzh.ch) (*.net *.split)
[00:41:38] *** Quits: yuri6037 (~quassel@yuristudio.net) (*.net *.split)
[00:41:38] *** Quits: m4t (~matt@shenzhen.guangdong.systems) (*.net *.split)
[00:41:38] *** Quits: any1 (~andri@yngvason.is) (*.net *.split)
[00:41:38] *** Quits: d33tah (~d33tah@2a03:b0c0:3:d0::14d2:c001) (*.net *.split)
[00:41:38] *** Quits: berndj (~berndj@ns2.linksynergy.co.za) (*.net *.split)
[00:41:38] *** Quits: occivink (~occivink@2001:41d0:8:bbf::1) (*.net *.split)
[00:41:39] *** Quits: faef (~witch@user/witch) (*.net *.split)
[00:41:39] *** Quits: meepmeep_ (~meepmeep@end.of.cylind.re) (*.net *.split)
[00:41:39] *** Quits: blb (~blb@user/blb) (*.net *.split)
[00:41:39] *** Quits: rpthms (~rpthms@user/rpthms) (*.net *.split)
[00:41:39] *** Quits: Buster_ (~Buster@46.160.36.66) (*.net *.split)
[00:41:39] *** Quits: chymera (~chymera@ns1000526.ip-51-81-46.us) (*.net *.split)
[00:41:39] *** Quits: JanC (~janc@user/janc) (*.net *.split)
[00:41:39] *** Quits: igh4st[m] (~igh4stmat@2001:470:69fc:105::35ce) (*.net *.split)
[00:41:39] *** Quits: Forsaken87 (~quassel@2a02:908:1866:e360:b79:88e2:d2ce:2e71) (*.net *.split)
[00:41:39] *** Quits: GenTooMan (~cyberman@2601:547:437f:e5c6:21f:5bff:fefe:a883) (*.net *.split)
[00:41:39] *** Quits: jkqxz (~mrt@jkqxz.net) (*.net *.split)
[00:41:39] *** Quits: sqz (~sqz@178.62.201.14) (*.net *.split)
[00:41:39] *** Quits: Rhys (Rhys@help.lux.melted.me) (*.net *.split)
[00:41:39] *** Quits: jschwart (~quassel@2001:985:2c6e:0:b00b:32ff:fe28:5567) (*.net *.split)
[00:41:40] *** Quits: CounterPillow (~Pillow@overviewer/CounterPillow) (*.net *.split)
[00:41:40] *** Quits: graphitemaster (~graphitem@user/graphitemaster) (*.net *.split)
[00:41:40] *** Quits: colona (~colona@grunt.ycc.fr) (*.net *.split)
[00:41:40] *** Quits: sjs (~sjs@user/sjs) (*.net *.split)
[00:41:40] *** Quits: Silicium (~Silicium@95.216.156.84) (*.net *.split)
[00:41:40] *** Quits: jkwnki (~jkwnki@p2e5796b1.dip0.t-ipconnect.de) (*.net *.split)
[00:41:40] *** Quits: dreamon (~dreamon@pd9503995.dip0.t-ipconnect.de) (*.net *.split)
[00:41:40] *** Quits: Narrat (~omnius@p2e51179b.dip0.t-ipconnect.de) (*.net *.split)
[00:41:40] *** Quits: lavaball (felix@31.204.155.215) (*.net *.split)
[00:41:40] *** Quits: OsteHovel (~OsteHovel@ti0056a400-0096.bb.online.no) (*.net *.split)
[00:41:40] *** Quits: c7s (~c7s@user/c7s) (*.net *.split)
[00:41:40] *** Quits: Tips|Cloud (sid62231@ilkley.irccloud.com) (*.net *.split)
[00:41:40] *** Quits: foul_owl (~kerry@94.140.8.105) (*.net *.split)
[00:41:40] *** Quits: itsalexjones (~itsalexjo@82.4.99.241) (*.net *.split)
[00:41:40] *** Quits: rv1sr (~rv1sr@user/rv1sr) (*.net *.split)
[00:41:40] *** Quits: MrZeus_ (~MrZeus@89.238.130.70) (*.net *.split)
[00:41:40] *** Quits: m5zs7k (aquares@web10.mydevil.net) (*.net *.split)
[00:41:40] *** Quits: a0z (~a0z@90.244.190.0) (*.net *.split)
[00:41:40] *** Quits: palasso (~palasso@user/palasso) (*.net *.split)
[00:41:40] *** Quits: darkapex (~darkapex@user/darkapex) (*.net *.split)
[00:41:40] *** Quits: jos1 (~jos3@dyndsl-091-096-035-050.ewe-ip-backbone.de) (*.net *.split)
[00:41:40] *** Quits: mven (~mven@ip68-104-39-54.lv.lv.cox.net) (*.net *.split)
[00:41:40] *** Quits: five643333 (~five6@8.40.26.21) (*.net *.split)
[00:41:40] *** Quits: fling (~fling@user/fling) (*.net *.split)
[00:41:40] *** Quits: ilimugur (~ilimugur@78.184.125.65) (*.net *.split)
[00:41:40] *** Quits: pntaylor (~quassel@101.114.59.23) (*.net *.split)
[00:41:40] *** Quits: nd (~nd@user/nd) (*.net *.split)
[00:41:40] *** Quits: samhza (~sam@samhza.com) (*.net *.split)
[00:41:40] *** Quits: Ekho (~Ekho@user/ekho) (*.net *.split)
[00:41:40] *** Quits: shokohsc (~shokohsc@lfbn-idf2-1-1472-129.w92-169.abo.wanadoo.fr) (*.net *.split)
[00:41:40] *** Quits: Seirdy (~Seirdy@sourcehut/user/seirdy) (*.net *.split)
[00:41:40] *** Quits: bq (~david@oh.not.bad.aye.yeah.nah.nz) (*.net *.split)
[00:41:40] *** Quits: meklu (~meklu@holmes.meklu.org) (*.net *.split)
[00:41:40] *** Quits: KDDLB (kevin@user/kddlb) (*.net *.split)
[00:41:40] *** Quits: chowbok (~quassel@207.181.244.106) (*.net *.split)
[00:41:40] *** Quits: emanuele6 (~emanuele6@user/emanuele6) (*.net *.split)
[00:41:40] *** Quits: samiamsam (~d@zukertort.childrenofmay.org) (*.net *.split)
[00:41:40] *** Quits: znf (ibm86@blender.linge-ma.ro) (*.net *.split)
[00:41:40] *** Quits: pit (~quassel@v22016102921539034.goodsrv.de) (*.net *.split)
[00:41:40] *** Quits: whitekidney (~wk@c7C8B5BC1.dhcp.as2116.net) (*.net *.split)
[00:41:40] *** Quits: Simos (~simos@user/h7-25) (*.net *.split)
[00:41:40] *** Quits: pa (~pah@user/pah) (*.net *.split)
[00:41:40] *** Quits: tp (~tp@unreal.dk) (*.net *.split)
[00:41:40] *** Quits: deetwelve (~deetwelve@user/deetwelve) (*.net *.split)
[00:41:40] *** Quits: smashgrab (~smashgrab@bare.metal.computer) (*.net *.split)
[00:41:40] *** Quits: tyep (~hatseflat@hatsuseno.rootaccess.nl) (*.net *.split)
[00:41:40] *** Quits: woky (~woky@li1651-31.members.linode.com) (*.net *.split)
[00:41:40] *** Quits: [R]x (~Positive@user/rx/x-1245542) (*.net *.split)
[00:41:41] *** Quits: Thedarkb1-Deskto (~Thedarkb@2001:bb6:b403:e042:81a7:a11a:626:f80c) (*.net *.split)
[00:41:41] *** Quits: armin (~armin@unix.porn) (*.net *.split)
[00:41:41] *** Quits: fkaa (~fkaa@user/fkaa) (*.net *.split)
[00:41:41] *** Quits: kurosu (uid342582@id-342582.hampstead.irccloud.com) (*.net *.split)
[00:41:41] *** Quits: gartt (~gartt@ip68-0-205-52.ri.ri.cox.net) (*.net *.split)
[00:41:41] *** Quits: bpmedley (~bpmedley@2600:1700:e2c:8410:a87b:a586:9470:a9e3) (*.net *.split)
[00:41:41] *** Quits: bibble (~uid@2001:bc8:2117:100::) (*.net *.split)
[00:41:41] *** Quits: spanwysm[m] (~spanwysm@2001:470:69fc:105::e0a) (*.net *.split)
[00:41:41] *** Quits: gnurou (~gnurou@2001:470:69fc:105::c23b) (*.net *.split)
[00:41:41] *** Quits: guilhermek[m] (~guilherme@2001:470:69fc:105::1:549a) (*.net *.split)
[00:41:41] *** Quits: msmith12[m] (~msmith12m@2001:470:69fc:105::bdfc) (*.net *.split)
[00:41:41] *** Quits: jake[m]1 (~skyblmatr@2001:470:69fc:105::1:173b) (*.net *.split)
[00:41:41] *** Quits: PacKetIV (PacKetIV@user/packetiv) (*.net *.split)
[00:41:41] *** Quits: DarkG (~DarkG@user/darkg) (*.net *.split)
[00:41:41] *** Quits: l4yer (~l4yer@2001:ac8:31:8900:1012:29b6:fb45:418b) (*.net *.split)
[00:41:41] *** Quits: pyre_ (~pyre@crimeboss.nillas-power.com) (*.net *.split)
[00:41:41] *** Quits: StalkerRiga_ (~Stalker@89.201.5.246) (*.net *.split)
[00:41:41] *** Quits: MightyBOB (~MightyBOB@c-76-99-21-35.hsd1.pa.comcast.net) (*.net *.split)
[00:41:41] *** Quits: Ducky^ (~theo@ks361234.kimsufi.com) (*.net *.split)
[00:41:41] *** Quits: s1b1 (~s1b1@user/s1b1) (*.net *.split)
[00:41:42] *** Quits: termos (sid18647@id-18647.helmsley.irccloud.com) (*.net *.split)
[00:41:42] *** Quits: pulec (~pulec@user/pulec) (*.net *.split)
[00:41:42] *** Quits: odrling (~odrling@korone.aidoru.agency) (*.net *.split)
[00:41:42] *** Quits: Exa (exa@irc.moe) (*.net *.split)
[00:41:42] *** Quits: rdz (~rdz@2001:620:120:1::12) (*.net *.split)
[00:41:42] *** Quits: fructose (~fructose@user/fructose) (*.net *.split)
[00:41:42] *** Quits: AMM (~AMM@user/amm) (*.net *.split)
[00:41:42] *** Quits: edenist (edenist@rdns.robotprofessor.net) (*.net *.split)
[00:41:42] *** Quits: jarainf (~jarainf@2a01:4f8:191:512c::2) (*.net *.split)
[00:41:42] *** Quits: mindfreeze (uid250931@user/mindfreeze) (*.net *.split)
[00:41:42] *** Quits: Hackerpcs (~user@user/hackerpcs) (*.net *.split)
[00:41:42] *** Quits: Gaboradon (~Gaboradon@user/Gaboradon) (*.net *.split)
[00:41:42] *** Quits: rvalue (~rvalue@user/rvalue) (*.net *.split)
[00:41:42] *** Quits: Nex8192_ (~Nex8192@user/nex8192) (*.net *.split)
[00:41:42] *** Quits: nurupo (~nurupo.ga@user/nurupo) (*.net *.split)
[00:41:42] *** Quits: sybariten (~jake@157.90.217.120) (*.net *.split)
[00:41:42] *** Quits: DHE (~dhe@rubyweapon.execulink.net) (*.net *.split)
[00:41:42] *** Quits: timothy (~timothy@redhat/timothy) (*.net *.split)
[00:41:42] *** Quits: Henry151 (~bishop@user/henry151) (*.net *.split)
[00:41:42] *** Quits: paperManu_ (~paperManu@138.197.128.151) (*.net *.split)
[00:41:42] *** Quits: JEEB (~jeeb@kuroko.fushizen.eu) (*.net *.split)
[00:41:42] *** Quits: pmjdebru1jn (~pmjdebrui@juggernaut.pcode.nl) (*.net *.split)
[00:41:42] *** Quits: vlt (~dm@157.230.21.14) (*.net *.split)
[00:41:42] *** Quits: simoneb_ (~simone@static.39.20.203.116.clients.your-server.de) (*.net *.split)
[00:41:42] *** Quits: Muzer (~muzer@tim32.org) (*.net *.split)
[00:41:42] *** Quits: Rodn3y (~rodney@user/rodn3y) (*.net *.split)
[00:41:42] *** Quits: w1kl4s (~w1kl4s@user/w1kl4s) (*.net *.split)
[00:41:42] *** Quits: ops (~ops@user/echelon) (*.net *.split)
[00:41:42] *** Quits: rdrg109 (~rdrg109@user/rdrg109) (*.net *.split)
[00:41:42] *** Quits: alexandre[m] (~alexandre@2001:470:69fc:105::6e26) (*.net *.split)
[00:41:42] *** Quits: yuu[m] (~yuumatrix@2001:470:69fc:105::8a6) (*.net *.split)
[00:41:42] *** Quits: YakoYoku (~yakoyoku@2001:470:69fc:105::780) (*.net *.split)
[00:41:43] *** Quits: roxlu (~roxlu@2a01:7c8:aac0:286:8c3a:b01c:3830:245b) (*.net *.split)
[00:41:43] *** Quits: ecs (~ecs@user/ecs) (*.net *.split)
[00:41:43] *** Quits: hardwire (sid415742@id-415742.uxbridge.irccloud.com) (*.net *.split)
[00:41:43] *** Quits: Naleksuh (sid454423@wikimedia/naleksuh) (*.net *.split)
[00:41:43] *** Quits: ePirat (~ePirat@user/epirat) (*.net *.split)
[00:41:43] *** Quits: nrg (~NRG@user/nrg) (*.net *.split)
[00:41:43] *** Quits: microchip_ (~neutrino@user/microchip/x-0766185) (*.net *.split)
[00:41:43] *** Quits: NaviTheFairy (~Squirrel@user/navithefairy) (*.net *.split)
[00:41:43] *** Quits: user282069 (~user@li1512-248.members.linode.com) (*.net *.split)
[00:41:43] *** Quits: Keshl (~Purple@idlerpg/player/Keshl) (*.net *.split)
[00:41:43] *** Quits: dbal_ (~dbal@c-98-198-217-184.hsd1.tx.comcast.net) (*.net *.split)
[00:41:43] *** Quits: derchris (~derchris@mm.derchris.eu) (*.net *.split)
[00:41:43] *** Quits: blackop (~ocloud@user/blackop) (*.net *.split)
[00:41:43] *** Quits: Brocker (~NoBody@user/brocker) (*.net *.split)
[00:41:43] *** Quits: hendry (~hendry@210.23.22.2) (*.net *.split)
[00:41:43] *** Quits: Buliarous (~gypsydang@46.232.210.139) (*.net *.split)
[00:41:43] *** Quits: fatalis_ (~fatalis@104.128.62.36) (*.net *.split)
[00:41:43] *** Quits: garfvl (~root@ns530260.ip-149-56-24.net) (*.net *.split)
[00:41:43] *** Quits: auri (~quassel@fsf/member/auri) (*.net *.split)
[00:41:43] *** Quits: nickster (~nickster@67.207.91.6) (*.net *.split)
[00:41:43] *** Quits: Fenrir (~Fenrir@user/fenrir) (*.net *.split)
[00:41:43] *** Quits: sagax (~sagax_nb@user/sagax) (*.net *.split)
[00:41:43] *** Quits: cosimone (~user@2001:b07:ae5:db26:c24a:d20:4d91:1e20) (*.net *.split)
